"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02196V02652","State","UNIT","VALUE"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20053","2005Q3","-","State","Number","3.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20054","2005Q4","-","State","Number","4.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20061","2006Q1","-","State","Number","3.5"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20062","2006Q2","-","State","Number","4.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20063","2006Q3","-","State","Number","3.4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20064","2006Q4","-","State","Number","3.8"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20071","2007Q1","-","State","Number","2.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20072","2007Q2","-","State","Number","3.5"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20073","2007Q3","-","State","Number","2.6"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20074","2007Q4","-","State","Number","3.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20081","2008Q1","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20082","2008Q2","-","State","Number","4.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20083","2008Q3","-","State","Number","3.4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20084","2008Q4","-","State","Number","3.9"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20091","2009Q1","-","State","Number","3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20092","2009Q2","-","State","Number","2.8"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20093","2009Q3","-","State","Number","4.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20094","2009Q4","-","State","Number","2.8"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20101","2010Q1","-","State","Number","3.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20102","2010Q2","-","State","Number","4.5"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20103","2010Q3","-","State","Number","3.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20104","2010Q4","-","State","Number","3.8"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20111","2011Q1","-","State","Number","3.6"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20112","2011Q2","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20113","2011Q3","-","State","Number","3.4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20114","2011Q4","-","State","Number","3.5"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20121","2012Q1","-","State","Number","3.2"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20122","2012Q2","-","State","Number","2.6"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20123","2012Q3","-","State","Number","4.4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20124","2012Q4","-","State","Number","3.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20131","2013Q1","-","State","Number","3.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20132","2013Q2","-","State","Number","3.4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20133","2013Q3","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20134","2013Q4","-","State","Number","3.4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20141","2014Q1","-","State","Number","3.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20142","2014Q2","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20143","2014Q3","-","State","Number","4.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20144","2014Q4","-","State","Number","3.4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20151","2015Q1","-","State","Number","3.2"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20152","2015Q2","-","State","Number","2.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20153","2015Q3","-","State","Number","3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20154","2015Q4","-","State","Number","4.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20161","2016Q1","-","State","Number","3.8"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20162","2016Q2","-","State","Number","3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20163","2016Q3","-","State","Number","3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20164","2016Q4","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20171","2017Q1","-","State","Number","2.4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20172","2017Q2","-","State","Number","3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20173","2017Q3","-","State","Number","3.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20174","2017Q4","-","State","Number","2.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20181","2018Q1","-","State","Number","3.5"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20182","2018Q2","-","State","Number","3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20183","2018Q3","-","State","Number","2.9"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20184","2018Q4","-","State","Number","2.8"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20191","2019Q1","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20192","2019Q2","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20193","2019Q3","-","State","Number","3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20194","2019Q4","-","State","Number","3.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20201","2020Q1","-","State","Number","2.9"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20202","2020Q2","-","State","Number","2.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20203","2020Q3","-","State","Number","2.5"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20204","2020Q4","-","State","Number","2.9"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20211","2021Q1","-","State","Number","2.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20212","2021Q2","-","State","Number","2.5"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20213","2021Q3","-","State","Number","3.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20214","2021Q4","-","State","Number","3.8"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20221","2022Q1","-","State","Number","2.7"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20222","2022Q2","-","State","Number","3.5"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20223","2022Q3","-","State","Number","4"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20224","2022Q4","-","State","Number","3.2"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20231","2023Q1","-","State","Number","3.1"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20232","2023Q2","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20233","2023Q3","-","State","Number","2.2"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20234","2023Q4","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20241","2024Q1","-","State","Number","3.3"
"VSQ04C5","Deaths of Infants under 1 Year Registered per 1000 Births","20242","2024Q2","-","State","Number","4.3"
"VSQ04C6","Births Registered","19601","1960Q1","-","State","Number","14614"
"VSQ04C6","Births Registered","19602","1960Q2","-","State","Number","16494"
"VSQ04C6","Births Registered","19603","1960Q3","-","State","Number","15612"
"VSQ04C6","Births Registered","19604","1960Q4","-","State","Number","14010"
"VSQ04C6","Births Registered","19611","1961Q1","-","State","Number","14692"
"VSQ04C6","Births Registered","19612","1961Q2","-","State","Number","16264"
"VSQ04C6","Births Registered","19613","1961Q3","-","State","Number","14895"
"VSQ04C6","Births Registered","19614","1961Q4","-","State","Number","13975"
"VSQ04C6","Births Registered","19621","1962Q1","-","State","Number","14875"
"VSQ04C6","Births Registered","19622","1962Q2","-","State","Number","16657"
"VSQ04C6","Births Registered","19623","1962Q3","-","State","Number","15719"
"VSQ04C6","Births Registered","19624","1962Q4","-","State","Number","14360"
"VSQ04C6","Births Registered","19631","1963Q1","-","State","Number","15177"
"VSQ04C6","Births Registered","19632","1963Q2","-","State","Number","17064"
"VSQ04C6","Births Registered","19633","1963Q3","-","State","Number","16043"
"VSQ04C6","Births Registered","19634","1963Q4","-","State","Number","14682"
"VSQ04C6","Births Registered","19641","1964Q1","-","State","Number","15049"
"VSQ04C6","Births Registered","19642","1964Q2","-","State","Number","17351"
"VSQ04C6","Births Registered","19643","1964Q3","-","State","Number","16491"
"VSQ04C6","Births Registered","19644","1964Q4","-","State","Number","15117"
"VSQ04C6","Births Registered","19651","1965Q1","-","State","Number","15185"
"VSQ04C6","Births Registered","19652","1965Q2","-","State","Number","16388"
"VSQ04C6","Births Registered","19653","1965Q3","-","State","Number","17393"
"VSQ04C6","Births Registered","19654","1965Q4","-","State","Number","14477"
"VSQ04C6","Births Registered","19661","1966Q1","-","State","Number","15004"
"VSQ04C6","Births Registered","19662","1966Q2","-","State","Number","16507"
"VSQ04C6","Births Registered","19663","1966Q3","-","State","Number","15895"
"VSQ04C6","Births Registered","19664","1966Q4","-","State","Number","14737"
"VSQ04C6","Births Registered","19671","1967Q1","-","State","Number","14775"
"VSQ04C6","Births Registered","19672","1967Q2","-","State","Number","16710"
"VSQ04C6","Births Registered","19673","1967Q3","-","State","Number","15324"
"VSQ04C6","Births Registered","19674","1967Q4","-","State","Number","14218"
"VSQ04C6","Births Registered","19681","1968Q1","-","State","Number","15451"
"VSQ04C6","Births Registered","19682","1968Q2","-","State","Number","15473"
"VSQ04C6","Births Registered","19683","1968Q3","-","State","Number","15676"
"VSQ04C6","Births Registered","19684","1968Q4","-","State","Number","14185"
"VSQ04C6","Births Registered","19691","1969Q1","-","State","Number","14990"
"VSQ04C6","Births Registered","19692","1969Q2","-","State","Number","16779"
"VSQ04C6","Births Registered","19693","1969Q3","-","State","Number","16507"
"VSQ04C6","Births Registered","19694","1969Q4","-","State","Number","14536"
"VSQ04C6","Births Registered","19701","1970Q1","-","State","Number","15665"
"VSQ04C6","Births Registered","19702","1970Q2","-","State","Number","17567"
"VSQ04C6","Births Registered","19703","1970Q3","-","State","Number","16093"
"VSQ04C6","Births Registered","19704","1970Q4","-","State","Number","14767"
"VSQ04C6","Births Registered","19711","1971Q1","-","State","Number","16456"
"VSQ04C6","Births Registered","19712","1971Q2","-","State","Number","18045"
"VSQ04C6","Births Registered","19713","1971Q3","-","State","Number","17320"
"VSQ04C6","Births Registered","19714","1971Q4","-","State","Number","15931"
